"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 07 10:06:43 IST 2024","Wed Feb 07 10:06:50 IST 2024","6561","Surefire suite","Surefire test","tests.techRo.ServiceManagerJournalize","tests.techRo.ServiceManagerJournalize","Test_003_clickOnServiceBoard","Test_001_Click On Service Board   ","Test Description: Click On Service Board  "
"passed","Wed Feb 07 10:05:37 IST 2024","Wed Feb 07 10:06:43 IST 2024","65474","Surefire suite","Surefire test","tests.techRo.ServiceManagerJournalize","tests.techRo.ServiceManagerJournalize","Test_002_clickOnGenerateJournals","Test_001_Click OnGenerate Journals   ","Test Description: Click OnGenerate Journals"
"passed","Wed Feb 07 10:04:56 IST 2024","Wed Feb 07 10:05:37 IST 2024","41446","Surefire suite","Surefire test","tests.techRo.ServiceManagerJournalize","tests.techRo.ServiceManagerJournalize","Test_001_gotoFinancials","Test_001_Login the page and Go to Financials ","Test Description: Login the page and Go to Financials "
"passed","Wed Feb 07 10:06:50 IST 2024","Wed Feb 07 10:08:21 IST 2024","91058","Surefire suite","Surefire test","tests.techRo.ServiceManagerJournalize","tests.techRo.ServiceManagerJournalize","Test_004_clickOnFinancialManagerText","Test_001_Click Financial manager   ","Test Description: Click OnGenerate Journals"
