"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 30 14:22:36 IST 2024","Tue Jan 30 14:23:25 IST 2024","48690","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_006_verifyVendorPart","Test006: verify Vendor Part   ","Test Description :verify Vendor Part  "
"broken","Tue Jan 30 14:26:14 IST 2024","Tue Jan 30 14:29:38 IST 2024","203670","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_009_clickOnCancelButton","Test009: click On Cancel Button ","Test Description : click On Cancel Button "
"passed","Tue Jan 30 14:23:25 IST 2024","Tue Jan 30 14:24:47 IST 2024","81953","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_007_verifyLink","Test007: verify Link   ","Test Description :verify Vendor Link   "
"passed","Tue Jan 30 14:24:47 IST 2024","Tue Jan 30 14:26:14 IST 2024","86941","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_008_verifyHash","Test008: verify Hash ","Test Description :verify Vendor Hash  "
"passed","Tue Jan 30 14:21:39 IST 2024","Tue Jan 30 14:22:36 IST 2024","56877","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_005_verifyvoidedDate","Test005: verify Voided Date  ","Test Description :verify Voided Date "
"passed","Tue Jan 30 14:19:42 IST 2024","Tue Jan 30 14:20:14 IST 2024","31849","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_002_clickOnPoNumber","Test002: click on PO number and verify Link/DeLink Labor","Test Description : Click on PO number and Verify Link/DeLink Labor"
"broken","Tue Jan 30 12:43:22 IST 2024","Tue Jan 30 12:43:40 IST 2024","17177","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_002_clickOnReference","Test_002_click On Reference Number","Test Description: click On Reference Number"
"passed","Tue Jan 30 14:21:02 IST 2024","Tue Jan 30 14:21:39 IST 2024","36529","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_004_verifyNotes","Test004: verify Notes ","Test Description :verify Notes "
"passed","Tue Jan 30 14:18:49 IST 2024","Tue Jan 30 14:19:42 IST 2024","52628","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_001_gotoReceiveParts","Test_001 Login to the page and go to Receive Part screen ","Test Description: Login to the page and go to Receive Part screen  "
"passed","Tue Jan 30 14:20:14 IST 2024","Tue Jan 30 14:21:02 IST 2024","48695","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_003_verifyPurchesOrder","Test003: verify Purches Order ","Test Description :  verify Purches Order "
"broken","Tue Jan 30 12:48:06 IST 2024","Tue Jan 30 12:52:10 IST 2024","244130","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_001_gotoCompleteRo","Test_001_Login the page and Go to CompleteRo Screen","Test Description: Login the page and Go to CompleteRo Screen"
