"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jan 24 11:12:29 IST 2024","Wed Jan 24 11:12:29 IST 2024","0","Surefire suite","Surefire test","tests.tech.PauseLabor","tests.tech.PauseLabor","Test_016_Enter_SecondUnit","Enter Second unit","Test_description : Enter Second unit"
"skipped","Wed Jan 24 11:12:28 IST 2024","Wed Jan 24 11:12:28 IST 2024","0","Surefire suite","Surefire test","tests.tech.PauseLabor","tests.tech.PauseLabor","Test_009_click_PlusButton","click on plus button","Test_description : click on plus button"
"skipped","Wed Jan 24 11:12:28 IST 2024","Wed Jan 24 11:12:28 IST 2024","1","Surefire suite","Surefire test","tests.tech.PauseLabor","tests.tech.PauseLabor","Test_003_click_MoreUnits","Click on More Units","Test_description : Click on More Units"
"skipped","Wed Jan 24 11:12:29 IST 2024","Wed Jan 24 11:12:29 IST 2024","0","Surefire suite","Surefire test","tests.tech.PauseLabor","tests.tech.PauseLabor","Test_024_click_On_Add","Click on Add button","Test_description : Click on Add button"
"skipped","Wed Jan 24 11:12:29 IST 2024","Wed Jan 24 11:12:29 IST 2024","0","Surefire suite","Surefire test","tests.tech.PauseLabor","tests.tech.PauseLabor","Test_025_click_MarinWalkAround_Img","Click on Work Required Image","Test_description : Click on Work Required Image"
"skipped","Wed Jan 24 11:12:30 IST 2024","Wed Jan 24 11:12:30 IST 2024","0","Surefire suite","Surefire test","tests.tech.PauseLabor","tests.tech.PauseLabor","Test_034_Click_Select","Click on Select button","Test_description : Click on Select button"
"passed","Tue Jan 23 18:28:26 IST 2024","Tue Jan 23 18:29:25 IST 2024","58225","Surefire suite","Surefire test","tests.tech.TechWoParts","tests.tech.TechWoParts","gotoTechRo","T_001 Sign in the page and Go to the Tech RO","Test Description - Sign in the page and Go to the Tech RO"
"skipped","Wed Jan 24 11:12:28 IST 2024","Wed Jan 24 11:12:28 IST 2024","0","Surefire suite","Surefire test","tests.tech.PauseLabor","tests.tech.PauseLabor","Test_004_Enter_Firstunit","Enter First Unit","Test_description : Enter First Unit"
"skipped","Wed Jan 24 11:12:29 IST 2024","Wed Jan 24 11:12:29 IST 2024","0","Surefire suite","Surefire test","tests.tech.PauseLabor","tests.tech.PauseLabor","Test_021_click_VMRS_Image","Click VMRS Image","Test_description : Click VMRS Image"
"skipped","Wed Jan 24 11:12:30 IST 2024","Wed Jan 24 11:12:30 IST 2024","0","Surefire suite","Surefire test","tests.tech.PauseLabor","tests.tech.PauseLabor","Test_035_clickClockIcon","Click on clock icon","Test_description : Click on clock icon"
