"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jan 17 14:27:47 IST 2024","Wed Jan 17 14:27:57 IST 2024","10447","Surefire suite","Surefire test","tests.service.ServiceManagerChangeCustomerPOafterInvoicing","tests.service.ServiceManagerChangeCustomerPOafterInvoicing","gotoCompleteRo","T_001 Login the page and go to the CompleteRo","Test Description -Login the page and go to the CompleteRo"
"passed","Wed Jan 17 16:01:14 IST 2024","Wed Jan 17 16:04:54 IST 2024","219979","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_001_gotoCompleteRo","Test_001_Login the page and Go to CompleteRo Screen","Test Description: Login the page and Go to CompleteRo Screen"
"broken","Wed Jan 17 16:13:52 IST 2024","Wed Jan 17 16:15:07 IST 2024","74955","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_007_clickOnNonCatalogPart","Test_007_click On Non-Catalog Part ","Test Description: click On Non-Catalog Part "
"broken","Wed Jan 17 14:23:31 IST 2024","Wed Jan 17 14:26:15 IST 2024","163492","Surefire suite","Surefire test","tests.techRo.ServiceManagerJournalize","tests.techRo.ServiceManagerJournalize","Test_002_clickOnGenerateJournals","Test_001_Click OnGenerate Journals   ","Test Description: Click OnGenerate Journals"
"passed","Wed Jan 17 16:06:38 IST 2024","Wed Jan 17 16:08:05 IST 2024","87587","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_003_clickOnPart","Test_003_click On part Number","Test Description: click On part Number"
"passed","Wed Jan 17 16:09:30 IST 2024","Wed Jan 17 16:11:29 IST 2024","118399","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_005_verifyChargeQuantityEditable","Test_005_verify Charge Quantity Editable  ","Test Description: verify Charge Quantity Editable  "
"passed","Wed Jan 17 16:11:29 IST 2024","Wed Jan 17 16:13:52 IST 2024","143071","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_006_clickOnAddPart","Test_006_click On Add Part ","Test Description: click On Add Part   "
"passed","Wed Jan 17 16:15:07 IST 2024","Wed Jan 17 16:15:38 IST 2024","31434","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_008_clickOnCloseButton","Test_008_click On Close Button ","Test Description: click On Close Button  "
"broken","Wed Jan 17 14:23:15 IST 2024","Wed Jan 17 14:23:31 IST 2024","15490","Surefire suite","Surefire test","tests.techRo.ServiceManagerJournalize","tests.techRo.ServiceManagerJournalize","Test_001_gotoFinancials","Test_001_Login the page and Go to Financials ","Test Description: Login the page and Go to Financials "
"passed","Wed Jan 17 16:04:55 IST 2024","Wed Jan 17 16:06:38 IST 2024","103097","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_002_clickOnReference","Test_002_click On Reference Number","Test Description: click On Reference Number"
"passed","Wed Jan 17 16:08:05 IST 2024","Wed Jan 17 16:09:30 IST 2024","84586","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_004_verifyLabor","Test_004_verify Labor Text ","Test Description: verify Labor Text "
