"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 29 10:51:17 IST 2024","Mon Jan 29 10:53:23 IST 2024","125841","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_007_verifyPO","Test_007 verify PO  ","Test Description: verify PO "
"passed","Mon Jan 29 10:42:45 IST 2024","Mon Jan 29 10:43:34 IST 2024","48784","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_003_inputPartialPartNumber","Test_003  input Partial Part Number ","Test Description:verify input Partial Part Number "
"passed","Mon Jan 29 10:43:34 IST 2024","Mon Jan 29 10:45:05 IST 2024","91067","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_004_clickOnAddButton","Test_004 click On Add Button ","Test Description:  click On Add Button "
"broken","Mon Jan 29 11:00:08 IST 2024","Mon Jan 29 11:00:08 IST 2024","0","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","afterMethodTakeScreenShot","afterMethodTakeScreenShot",""
"passed","Mon Jan 29 10:48:44 IST 2024","Mon Jan 29 10:51:17 IST 2024","152712","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_006_inputCoreParentPart","Test_006 input Core Parent Part and sign out  ","Test Description: input Core Parent Part and sign out "
"passed","Mon Jan 29 10:41:36 IST 2024","Mon Jan 29 10:42:45 IST 2024","68894","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_002_clickOnSpotOrder","Test_002 click On The Spot order Tab ","Test Description:   click On The Spot order Tab  "
"broken","Mon Jan 29 10:56:00 IST 2024","Mon Jan 29 11:00:08 IST 2024","247226","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_009_verifyWarehouseText","Test_009 verify Warehouse Text ","Test Description: verify Warehouse Text () "
"passed","Mon Jan 29 10:45:05 IST 2024","Mon Jan 29 10:48:44 IST 2024","219089","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_005_verifySearchPartDescription","Test_005 verify Search Part Description ","Test Description:  verify Search Part Description  "
"passed","Mon Jan 29 10:40:50 IST 2024","Mon Jan 29 10:41:36 IST 2024","46004","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_001_gotoOrderPartsScreen","Test_001 Login to the page and go to Order Part screen ","Test Description:  Login to the page and go to Order Part screen  "
"passed","Mon Jan 29 10:53:23 IST 2024","Mon Jan 29 10:56:00 IST 2024","157742","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_008_verifyRequiredPart","Test_008 verify Required Part  ","Test Description: verify Required Part "
