"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 22 11:35:57 IST 2024","Mon Jan 22 11:37:34 IST 2024","97433","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_006_verifyVendorPart","Test006: verify Vendor Part   ","Test Description :verify Vendor Part  "
"passed","Mon Jan 22 11:31:12 IST 2024","Mon Jan 22 11:32:49 IST 2024","97614","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_003_verifyPurchesOrder","Test003: verify Purches Order ","Test Description :  verify Purches Order "
"passed","Mon Jan 22 11:37:35 IST 2024","Mon Jan 22 11:39:51 IST 2024","136102","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_007_verifyLink","Test007: verify Link   ","Test Description :verify Vendor Link   "
"broken","Mon Jan 22 11:44:55 IST 2024","Mon Jan 22 11:44:55 IST 2024","1","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","afterMethodTakeScreenShot","afterMethodTakeScreenShot",""
"passed","Mon Jan 22 11:30:36 IST 2024","Mon Jan 22 11:31:11 IST 2024","35704","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_002_clickOnPoNumber","Test002: click on PO number and verify Link/DeLink Labor","Test Description : Click on PO number and Verify Link/DeLink Labor"
"passed","Mon Jan 22 11:29:43 IST 2024","Mon Jan 22 11:30:35 IST 2024","51972","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_001_gotoReceiveParts","Test_001 Login to the page and go to Receive Part screen ","Test Description: Login to the page and go to Receive Part screen  "
"broken","Mon Jan 22 11:41:39 IST 2024","Mon Jan 22 11:44:55 IST 2024","195606","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_009_clickOnCancelButton","Test009: click On Cancel Button ","Test Description : click On Cancel Button "
"passed","Mon Jan 22 11:32:49 IST 2024","Mon Jan 22 11:34:03 IST 2024","73308","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_004_verifyNotes","Test004: verify Notes ","Test Description :verify Notes "
"passed","Mon Jan 22 11:39:51 IST 2024","Mon Jan 22 11:41:39 IST 2024","108261","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_008_verifyHash","Test008: verify Hash ","Test Description :verify Vendor Hash  "
"passed","Mon Jan 22 11:34:03 IST 2024","Mon Jan 22 11:35:57 IST 2024","113803","Surefire suite","Surefire test","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_005_verifyvoidedDate","Test005: verify Voided Date  ","Test Description :verify Voided Date "
