"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Feb 07 18:36:05 IST 2024","Wed Feb 07 18:39:46 IST 2024","221671","Surefire suite","Surefire test","tests.Partsrelateditems.Addafabricatedparttoaclosedworkorder","tests.Partsrelateditems.Addafabricatedparttoaclosedworkorder","Test_005_clickonAddPart","Test_005_click on Add Part","Test Description: click on Add part"
"broken","Mon Feb 12 12:02:54 IST 2024","Mon Feb 12 12:02:54 IST 2024","1","Surefire suite","Surefire test","tests.techRo.ServiceManagerInvoice","tests.techRo.ServiceManagerInvoice","initialization","initialization",""
"skipped","Mon Feb 12 12:02:54 IST 2024","Mon Feb 12 12:02:54 IST 2024","0","Surefire suite","Surefire test","tests.techRo.ServiceManagerInvoice","tests.techRo.ServiceManagerInvoice","Test_001_gotoCompleteRo","Test_001_Login the page and Go to CompleteRo Screen","Test Description: Login the page and Go to CompleteRo Screen"
"broken","Wed Feb 07 18:39:46 IST 2024","Wed Feb 07 18:40:04 IST 2024","17150","Surefire suite","Surefire test","tests.Partsrelateditems.Addafabricatedparttoaclosedworkorder","tests.Partsrelateditems.Addafabricatedparttoaclosedworkorder","Test_006_clickOnAddPart","Test_006_click On Add Part ","Test Description: click On Add Part  "
"skipped","Mon Feb 12 12:02:55 IST 2024","Mon Feb 12 12:02:55 IST 2024","0","Surefire suite","Surefire test","tests.techRo.ServiceManagerInvoice","tests.techRo.ServiceManagerInvoice","Test_005_enterYesterdayDate","Test_005_Enter the Yesterday Date ","Test Description: Enter the Yesterday Date "
"passed","Wed Feb 07 18:35:46 IST 2024","Wed Feb 07 18:36:05 IST 2024","18131","Surefire suite","Surefire test","tests.Partsrelateditems.Addafabricatedparttoaclosedworkorder","tests.Partsrelateditems.Addafabricatedparttoaclosedworkorder","Test_004_clickonReferenceNumber","Test_005_click on Reference Number","Test Description: click on Reference Number  "
"skipped","Mon Feb 12 12:02:54 IST 2024","Mon Feb 12 12:02:54 IST 2024","0","Surefire suite","Surefire test","tests.techRo.ServiceManagerInvoice","tests.techRo.ServiceManagerInvoice","Test_002_verifyElement","Test_002_verify element Present ","Test Description: verify element Present "
"passed","Wed Feb 07 18:34:00 IST 2024","Wed Feb 07 18:35:46 IST 2024","106324","Surefire suite","Surefire test","tests.Partsrelateditems.Addafabricatedparttoaclosedworkorder","tests.Partsrelateditems.Addafabricatedparttoaclosedworkorder","Test_003_clickOnLabour","Test_003_click On Labour","Test Description: click On Labour"
"passed","Wed Feb 07 18:33:08 IST 2024","Wed Feb 07 18:34:00 IST 2024","52414","Surefire suite","Surefire test","tests.Partsrelateditems.Addafabricatedparttoaclosedworkorder","tests.Partsrelateditems.Addafabricatedparttoaclosedworkorder","Test_002_clickoNewRo","Test_002_click On RO Number","Test Description: click On RO Number"
"passed","Wed Feb 07 18:32:24 IST 2024","Wed Feb 07 18:33:07 IST 2024","43854","Surefire suite","Surefire test","tests.Partsrelateditems.Addafabricatedparttoaclosedworkorder","tests.Partsrelateditems.Addafabricatedparttoaclosedworkorder","Test_001_gotoCompleteRo","Test_001_Login the page and Go to CompleteRo Screen","Test Description: Login the page and Go to CompleteRo Screen"
"skipped","Mon Feb 12 12:02:55 IST 2024","Mon Feb 12 12:02:55 IST 2024","0","Surefire suite","Surefire test","tests.techRo.ServiceManagerInvoice","tests.techRo.ServiceManagerInvoice","Test_004_clickReferenceNumber","Test_004_Click On Reference Number ","Test Description:  Click On Reference Number "
"skipped","Mon Feb 12 12:02:55 IST 2024","Mon Feb 12 12:02:55 IST 2024","0","Surefire suite","Surefire test","tests.techRo.ServiceManagerInvoice","tests.techRo.ServiceManagerInvoice","Test_003_inputRoNumber","Test_003_Input The Ro Number in search TextArea  ","Test Description:Input The Ro Number in search TextArea "
