"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jan 30 15:57:08 IST 2024","Tue Jan 30 15:57:08 IST 2024","0","Surefire suite","Surefire test","tests.techRo.CreateNonRepairBill_ServiceManagerTest","tests.techRo.CreateNonRepairBill_ServiceManagerTest","Test_014_verifySubTotalText","Test_012_ verify SubTotalText,0.00 ","Test Description: verify SubTotal Text,0.00 "
"skipped","Tue Jan 30 15:56:58 IST 2024","Tue Jan 30 15:56:58 IST 2024","0","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","valid_login_with_valid_credential","Test_003 valid scenario with correct username and password ","Test Description : valid login"
"skipped","Tue Jan 30 15:56:57 IST 2024","Tue Jan 30 15:56:57 IST 2024","0","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","valid_username_invalid_password","Test_002 check if login signin button with correct username and wrong password","Test Description : Invalid login"
"skipped","Tue Jan 30 15:56:55 IST 2024","Tue Jan 30 15:56:55 IST 2024","0","Surefire suite","Surefire test","tests.fleet.CreateRedTagDMSTest","tests.fleet.CreateRedTagDMSTest","Test_025_verifytextAvailable_AVAIL","Test_025_verify text Available [AVAIL]","Test Description :verify text Available [AVAIL]"
"skipped","Tue Jan 30 15:56:50 IST 2024","Tue Jan 30 15:56:50 IST 2024","3","Surefire suite","Surefire test","tests.administration.CreateVendorTest","tests.administration.CreateVendorTest","Test_001_gotoVendorsScreen","Test_001 Login to the page and go to vendors screen ","Test Description:  Login to the page and go to vendors screen  "
"skipped","Tue Jan 30 15:56:51 IST 2024","Tue Jan 30 15:56:51 IST 2024","0","Surefire suite","Surefire test","tests.cGVUnitFunctionalityTest.InquireFXG_UnitHistoryTest","tests.cGVUnitFunctionalityTest.InquireFXG_UnitHistoryTest","verifyRequiredText","verify Require Test & TextUnit Number ","Test Description -verify Require Test & TextUnit Number  "
"skipped","Tue Jan 30 15:56:58 IST 2024","Tue Jan 30 15:56:58 IST 2024","0","Surefire suite","Surefire test","tests.nonRepair.ApproveNonRepairBillTest","tests.nonRepair.ApproveNonRepairBillTest","clickOnReference","Click Reference Number and Verify Element","Test Description - T_003 Click on reference Number and Verify Element"
"skipped","Tue Jan 30 15:56:54 IST 2024","Tue Jan 30 15:56:54 IST 2024","0","Surefire suite","Surefire test","tests.fleet.CreateRedTagDMSTest","tests.fleet.CreateRedTagDMSTest","Test_007_VerifyelementpresentWorkRequiredlist","Test_007_Verify element present Work Required list","Test Description :Verify element present Work Required list"
"skipped","Tue Jan 30 15:56:57 IST 2024","Tue Jan 30 15:56:57 IST 2024","0","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","login_with_invalid_credential","Test_001 Invalid Login Scenario with wrong username and password","Test Description : Invalid Login."
"skipped","Tue Jan 30 15:57:06 IST 2024","Tue Jan 30 15:57:06 IST 2024","1","Surefire suite","Surefire test","tests.service.InquireFXG_UnitHistoryTest","tests.service.InquireFXG_UnitHistoryTest","click_FedExFleetHistory_select_Unit","T_002 click FedEx Fleet History and click on select Unit","Test Description : click FedEx Fleet History and click on select Unit"
