"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 17 22:55:48 IST 2024","Wed Jan 17 22:57:31 IST 2024","102964","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_002_clickOnReference","Test_002_click On Reference Number","Test Description: click On Reference Number"
"passed","Wed Jan 17 23:06:46 IST 2024","Wed Jan 17 23:07:14 IST 2024","28047","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_008_clickOnCloseButton","Test_008_click On Close Button ","Test Description: click On Close Button  "
"passed","Wed Jan 17 22:52:02 IST 2024","Wed Jan 17 22:55:47 IST 2024","225540","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_001_gotoCompleteRo","Test_001_Login the page and Go to CompleteRo Screen","Test Description: Login the page and Go to CompleteRo Screen"
"broken","Wed Jan 17 23:04:54 IST 2024","Wed Jan 17 23:06:46 IST 2024","111953","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_007_clickOnNonCatalogPart","Test_007_click On Non-Catalog Part ","Test Description: click On Non-Catalog Part "
"passed","Wed Jan 17 23:02:27 IST 2024","Wed Jan 17 23:04:54 IST 2024","146545","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_006_clickOnAddPart","Test_006_click On Add Part ","Test Description: click On Add Part   "
"passed","Wed Jan 17 22:59:00 IST 2024","Wed Jan 17 23:00:26 IST 2024","85949","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_004_verifyLabor","Test_004_verify Labor Text ","Test Description: verify Labor Text "
"passed","Wed Jan 17 22:57:31 IST 2024","Wed Jan 17 22:59:00 IST 2024","89093","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_003_clickOnPart","Test_003_click On part Number","Test Description: click On part Number"
"passed","Wed Jan 17 23:00:26 IST 2024","Wed Jan 17 23:02:27 IST 2024","120947","Surefire suite","Surefire test","tests.techRo.ServiceManagerPartsRelatedTasks","tests.techRo.ServiceManagerPartsRelatedTasks","Test_005_verifyChargeQuantityEditable","Test_005_verify Charge Quantity Editable  ","Test Description: verify Charge Quantity Editable  "
