"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 17 13:03:13 IST 2024","Wed Jan 17 13:06:16 IST 2024","182776","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_009_verifyWarehouseText","Test_009 verify Warehouse Text ","Test Description: verify Warehouse Text () "
"broken","Wed Jan 17 12:33:46 IST 2024","Wed Jan 17 12:33:46 IST 2024","1","Surefire suite","Surefire test","pages.parts.ReceivePart","pages.parts.ReceivePart","generateAllure","generateAllure",""
"passed","Wed Jan 17 12:51:33 IST 2024","Wed Jan 17 12:54:25 IST 2024","171255","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_005_verifySearchPartDescription","Test_005 verify Search Part Description ","Test Description:  verify Search Part Description  "
"passed","Wed Jan 17 12:50:20 IST 2024","Wed Jan 17 12:51:33 IST 2024","72992","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_004_clickOnAddButton","Test_004 click On Add Button ","Test Description:  click On Add Button "
"passed","Wed Jan 17 12:54:25 IST 2024","Wed Jan 17 12:56:54 IST 2024","149552","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_006_inputCoreParentPart","Test_006 input Core Parent Part and sign out  ","Test Description: input Core Parent Part and sign out "
"passed","Wed Jan 17 12:56:54 IST 2024","Wed Jan 17 13:00:01 IST 2024","187165","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_007_verifyPO","Test_007 verify PO  ","Test Description: verify PO "
"passed","Wed Jan 17 12:47:54 IST 2024","Wed Jan 17 12:49:15 IST 2024","81824","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_002_clickOnSpotOrder","Test_002 click On The Spot order Tab ","Test Description:   click On The Spot order Tab  "
"broken","Wed Jan 17 12:46:50 IST 2024","Wed Jan 17 12:46:50 IST 2024","0","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","afterMethodTakeScreenShot","afterMethodTakeScreenShot",""
"passed","Wed Jan 17 13:00:02 IST 2024","Wed Jan 17 13:03:13 IST 2024","191799","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_008_verifyRequiredPart","Test_008 verify Required Part  ","Test Description: verify Required Part "
"passed","Wed Jan 17 12:49:16 IST 2024","Wed Jan 17 12:50:20 IST 2024","64715","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_003_inputPartialPartNumber","Test_003  input Partial Part Number ","Test Description:verify input Partial Part Number "
"passed","Wed Jan 17 12:47:30 IST 2024","Wed Jan 17 12:47:54 IST 2024","23526","Surefire suite","Surefire test","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_001_gotoOrderPartsScreen","Test_001 Login to the page and go to Order Part screen ","Test Description:  Login to the page and go to Order Part screen  "
