"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Mar 08 18:41:22 IST 2024","Fri Mar 08 18:41:22 IST 2024","1","Surefire suite","Surefire test","tests.tech.TechWoParts","tests.tech.TechWoParts","generateAllure","generateAllure",""
"passed","Fri Mar 08 11:23:29 IST 2024","Fri Mar 08 11:24:23 IST 2024","54415","Surefire suite","Surefire test","tests.Estimate.SubmitAnEstimateServiceManager","tests.Estimate.SubmitAnEstimateServiceManager","Test_003_RequiredLocation","Test_003_verify Required Location ,Location ,Location value","Test Description: veverifyTotalChargeTwo () rify Required Location ,Location ,Location value"
"broken","Tue Mar 19 21:44:26 IST 2024","Tue Mar 19 21:47:18 IST 2024","172221","Parallel","ReceiveParts","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_009_clickOnCancelButton","Test009: click On Cancel Button ","Test Description : click On Cancel Button "
"passed","Thu Mar 07 10:48:01 IST 2024","Thu Mar 07 10:49:06 IST 2024","65129","Surefire suite","Surefire test","tests.ticket.UnableToRemoveCoreLink_CONVOY","tests.ticket.UnableToRemoveCoreLink_CONVOY","Test_005_gotoInventoryAdjustment","Test_005_go to Inventory Adjustment","Test Description -go to Inventory Adjustment "
"passed","Fri Mar 08 18:32:42 IST 2024","Fri Mar 08 18:33:32 IST 2024","50599","Surefire suite","Surefire test","tests.tech.TechWoParts","tests.tech.TechWoParts","verifyElement_EnterPartNumber","T_003 Check the Generic setup of the screen and enter Part number","Test Description - Check the Generic setup of the screen and enter Part number"
"skipped","Tue Mar 19 21:32:28 IST 2024","Tue Mar 19 21:32:28 IST 2024","1","Parallel","Spotorderparts","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_005_verifySearchPartDescription","Test_005 verify Search Part Description ","Test Description:  verify Search Part Description  "
"passed","Fri Mar 08 17:05:40 IST 2024","Fri Mar 08 17:06:44 IST 2024","64458","Surefire suite","Surefire test","tests.tech.TechWoLabor","tests.tech.TechWoLabor","enter_AeroDynamic_Device_First","T_005 Enter AderoDynamic Device in search field","Test Description - Enter AderoDynamic Device in search field"
"skipped","Tue Mar 19 21:32:27 IST 2024","Tue Mar 19 21:32:27 IST 2024","1","Parallel","Spotorderparts","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_002_clickOnSpotOrder","Test_002 click On The Spot order Tab ","Test Description:   click On The Spot order Tab  "
"broken","Tue Mar 19 21:37:33 IST 2024","Tue Mar 19 21:38:56 IST 2024","82435","Parallel","ReceiveParts","tests.parts.ReceiveParts","tests.parts.ReceiveParts","Test_004_verifyNotes","Test004: verify Notes ","Test Description :verify Notes "
"passed","Fri Mar 08 17:12:38 IST 2024","Fri Mar 08 17:15:09 IST 2024","151096","Surefire suite","Surefire test","tests.tech.TechWoLabor","tests.tech.TechWoLabor","enter_AccessoriesGroup_Img","T_009 Enter Accessories Group Image","Test Description - Enter Accessories Group Image"
"passed","Thu Mar 07 00:01:09 IST 2024","Thu Mar 07 00:01:14 IST 2024","4182","Surefire suite","Surefire test","tests.techRo.ServiceManagerInvoice","tests.techRo.ServiceManagerInvoice","Test_002_verifyElement","Test_002_verify element Present ","Test Description: verify element Present "
"passed","Fri Mar 08 11:24:23 IST 2024","Fri Mar 08 11:25:10 IST 2024","46380","Surefire suite","Surefire test","tests.Estimate.SubmitAnEstimateServiceManager","tests.Estimate.SubmitAnEstimateServiceManager","Test_004_verifyRequiredDate","Test_004_verify Required Date ,Date ,Todays Date","Test Description: verify Required Date ,Date ,Todays Date"
"broken","Thu Mar 07 00:02:52 IST 2024","Thu Mar 07 00:02:52 IST 2024","1","Surefire suite","Surefire test","tests.techRo.ServiceManagerInvoice","tests.techRo.ServiceManagerInvoice","generateAllure","generateAllure",""
"skipped","Tue Mar 19 21:32:29 IST 2024","Tue Mar 19 21:32:29 IST 2024","0","Parallel","Spotorderparts","tests.parts.Spotorderparts","tests.parts.Spotorderparts","Test_008_verifyRequiredPart","Test_008 verify Required Part  ","Test Description: verify Required Part "
"passed","Fri Mar 08 17:06:44 IST 2024","Fri Mar 08 17:07:49 IST 2024","64333","Surefire suite","Surefire test","tests.tech.TechWoLabor","tests.tech.TechWoLabor","enter_AeroDynamic_ClickIMG","T_006 Enter Aerodynamic Device and click on Image","Test Description : Enter Aerodynamic Device and click on Image"
"passed","Thu Mar 07 10:45:42 IST 2024","Thu Mar 07 10:48:01 IST 2024","138982","Surefire suite","Surefire test","tests.ticket.UnableToRemoveCoreLink_CONVOY","tests.ticket.UnableToRemoveCoreLink_CONVOY","Test_004_RequiredproductGroup","Test_004_verify required product group","Test Description -verify required product group "
"passed","Fri Mar 08 18:28:26 IST 2024","Fri Mar 08 18:32:42 IST 2024","255467","Surefire suite","Surefire test","tests.tech.TechWoParts","tests.tech.TechWoParts","verifyUnitNumber_ClickOnParts","T_002 Verify Unit Number and Click on Parts ","Test Description - Verify Unit Number and Click on Parts"
"passed","Fri Mar 08 17:07:49 IST 2024","Fri Mar 08 17:09:53 IST 2024","124512","Surefire suite","Surefire test","tests.tech.TechWoLabor","tests.tech.TechWoLabor","add_AeroDynamic_Delete_Labour","T_007 Check that add AeroDynamic Device and Delete it from Labour section","Test Description - Check that add AeroDynamic Device and Delete it from Labour section"
"passed","Fri Mar 08 18:35:11 IST 2024","Fri Mar 08 18:35:11 IST 2024","157","Surefire suite","Surefire test","tests.tech.TechWoParts","tests.tech.TechWoParts","verifyPartadded_","T_006 Enter CorePart and click on search icon","Test Description - Enter CorePart and click on search icon"
"passed","Thu Mar 07 10:50:37 IST 2024","Thu Mar 07 10:52:38 IST 2024","120599","Surefire suite","Surefire test","tests.ticket.UnableToRemoveCoreLink_CONVOY","tests.ticket.UnableToRemoveCoreLink_CONVOY","Test_007_gotoPartMaster","Test_007_go to Part Master","Test Description -go to Part Master"
"passed","Thu Mar 07 10:42:33 IST 2024","Thu Mar 07 10:44:26 IST 2024","112962","Surefire suite","Surefire test","tests.ticket.UnableToRemoveCoreLink_CONVOY","tests.ticket.UnableToRemoveCoreLink_CONVOY","Test_002_clickonPartNumber","Test_002_click on part number","Test Description - click on part number "
"passed","Fri Mar 08 11:22:12 IST 2024","Fri Mar 08 11:23:02 IST 2024","50041","Surefire suite","Surefire test","tests.Estimate.SubmitAnEstimateServiceManager","tests.Estimate.SubmitAnEstimateServiceManager","Test_001_gotoServiceBoardScreen","Test_001_Go to Service Board  Screen","Test Description: Go to Go to Service Board Screen"
"passed","Thu Mar 07 10:52:38 IST 2024","Thu Mar 07 10:53:19 IST 2024","41166","Surefire suite","Surefire test","tests.ticket.UnableToRemoveCoreLink_CONVOY","tests.ticket.UnableToRemoveCoreLink_CONVOY","Test_008_clickOnSignOut","Test_009_click On SignOut () ","Test Description -click On Sign Out"
"broken","Fri Mar 08 17:17:48 IST 2024","Fri Mar 08 17:17:48 IST 2024","1","Surefire suite","Surefire test","tests.tech.TechWoLabor","tests.tech.TechWoLabor","generateAllure","generateAllure",""
"passed","Fri Mar 08 18:35:11 IST 2024","Fri Mar 08 18:35:11 IST 2024","128","Surefire suite","Surefire test","tests.tech.TechWoParts","tests.tech.TechWoParts","clickOnCoreReturn_deleteCorePart","T_007 Click on CoreReturn and delete core part","Test Description - Click on CoreReturn and delete core part"
